State,,"Age-Adjusted Incidence Rate(†) - cases per 100,000",Lower 95% Confidence Interval,Upper 95% Confidence Interval,Average Annual Count,Recent Trend,Recent 5-Year Trend (‡) in Incidence Rates,Lower 95% Confidence Interval,Upper 95% Confidence Interval
"Livingston County, Illinois(6,8)",,517,487.8,547.6,250,stable,0.5,-0.3,1.3
"Watauga County, North Carolina(6,8)",,437.5,412.5,463.7,250,falling,-1.2,-2,-0.5
"Hillsdale County, Michigan(6,8)",,410.5 #  ,387.1,435,250,stable,-0.7,-1.8,0.4
"Nez Perce County, Idaho(7,8)",,456.1,430.2,483.2,250,falling,-0.7,-1.1,-0.4
"Warren County, Mississippi(6,8)",,439.9,415,465.9,249,stable,-0.6,-1.4,0.3
"Oconto County, Wisconsin(6,8)",,471.5,444.5,499.9,249,stable,-0.1,-1,0.7
"Polk County, Georgia(7,8)",,510.7,482,540.6,248,falling,-1.1,-1.7,-0.5
"Union County, Arkansas(6,8)",,479.1,452,507.5,247,stable,0.5,-0.5,1.5
"Baldwin County, Georgia(7,8)",,478.6,451.5,507,247,stable,-0.3,-1.2,0.7
"Greene County, Arkansas(6,8)",,473.3,446.8,501.1,246,rising,2.4,1,3.7
"Scott County, Missouri(6,8)",,501.6,473.3,531.3,246,stable,0.2,-0.4,0.7
"Okmulgee County, Oklahoma(6,8)",,489.8,461.9,518.9,246,stable,0,-0.9,0.8
"Clark County, Kentucky(7,8)",,545.3,514.4,577.7,245,falling,-6.5,-12.3,-0.3
"Dare County, North Carolina(6,8)",,480.3,452.3,509.8,245,stable,0,-1.3,1.2
"Eddy County, New Mexico(7,8)",,383.3,361.6,406,245,falling,-0.8,-1.3,-0.3
"Halifax County with South Boston City, Virginia(6,8)",,450.6,424.1,478.5,245,stable,1,-0.4,2.4
"Pettis County, Missouri(6,8)",,478.5,451.4,506.8,245,stable,-0.3,-1.3,0.7
"Upshur County, Texas(6,8)",,463.7,437.2,491.4,245,stable,-0.4,-1.4,0.5
"Colleton County, South Carolina(6,8)",,471.5,444.4,500,245,falling,-1,-1.8,-0.2
"Stevens County, Washington(6,8)",,374.1,351.7,397.8,245,falling,-2,-3.1,-0.9
"Shelby County, Ohio(6,8)",,414,390.5,438.7,244,stable,-0.7,-1.7,0.2
"Bedford County, Tennessee(6,8)",,455.1,429.4,482.1,243,stable,-0.3,-1.1,0.5
"Fulton County, Ohio(6,8)",,459.8,433.4,487.4,243,stable,0.4,-0.6,1.4
"Knox County, Indiana(6,8)",,516,486.4,546.9,243,stable,0.3,-0.5,1.1
"Clarion County, Pennsylvania(6,8)",,465.1,438.2,493.3,242,stable,-0.8,-1.6,0.1
"Monroe County, Mississippi(6,8)",,508.4,479.3,538.9,242,stable,0.9,-0.3,2
"Bureau County, Illinois(6,8)",,501.3,472.2,532,242,stable,-0.3,-1.3,0.8
"Bryan County, Oklahoma(6,8)",,433.3,408.5,459.2,242,falling,-1,-1.8,-0.2
"Mayes County, Oklahoma(6,8)",,461.8,435.2,489.6,242,stable,-0.9,-1.8,0
"Accomack County, Virginia(6,8)",,482.9,454.5,512.9,241,stable,-0.2,-1.7,1.3
"Cherokee County, Oklahoma(6,8)",,438.1,413,464.4,241,stable,-0.6,-1.6,0.4
"Chambers County, Alabama(6,8)",,521.1,491,552.6,241,stable,0.8,-0.4,1.9
"Cocke County, Tennessee(6,8)",,479.6,451.6,509.1,241,stable,0.5,-0.4,1.3
"Lee County, Iowa(7,8)",,499.9,470.9,530.4,241,stable,0.2,-0.1,0.6
"Clinton County, Ohio(6,8)",,468.4,441.5,496.6,240,stable,-0.9,-1.7,0
"Garfield County, Colorado(6,8)",,408.1,384.3,433.1,240,falling,-1.4,-2.4,-0.3
"Union County, Pennsylvania(6,8)",,432.3,407.7,458.1,240,falling,-1.1,-2.1,-0.2
"Isabella County, Michigan(6,8)",,379.2 #  ,357.4,402,240,falling,-3.7,-5.4,-1.9
"Calumet County, Wisconsin(6,8)",,422.1,397.9,447.4,239,stable,-1.1,-2.2,0
"Champaign County, Ohio(6,8)",,479.8,452.2,508.8,239,stable,0.6,-0.3,1.5
"Roscommon County, Michigan(6,8)",,525.2 #  ,490.5,562.1,239,stable,-0.9,-2,0.1
"Henry County, Tennessee(6,8)",,481.7,453.4,511.5,238,stable,0.9,-0.2,2
"Mercer County, Ohio(6,8)",,459.4,432.7,487.4,238,stable,-0.2,-0.9,0.4
"Coos County, New Hampshire(6,8)",,474.4,446.3,504.1,238,falling,-0.6,-1,-0.2
"Pike County, Mississippi(6,8)",,490,461.8,519.5,238,stable,-0.8,-1.6,0.1
"Alexander County, North Carolina(6,8)",,469.2,442.1,497.7,238,stable,0.5,-0.4,1.3
"Fulton County, Illinois(6,8)",,478.9,451.1,508,238,stable,-0.8,-1.8,0.2
"Fayette County, Tennessee(6,8)",,414.3,389.8,440,237,falling,-2.5,-3.7,-1.3
"Callaway County, Missouri(6,8)",,447.5,421.7,474.5,237,stable,-0.5,-1.6,0.6
"Greene County, Pennsylvania(6,8)",,486.6,458.3,516.4,237,stable,0,-0.8,0.8
"Sequoyah County, Oklahoma(6,8)",,441.4,415.9,468.2,236,stable,9.1,-0.4,19.4
"San Benito County, California(7,8)",,393.3,370.5,417.1,236,stable,-0.9,-1.8,0
"Seneca County, New York(7,8)",,512,482,543.4,236,stable,-0.3,-0.7,0.2
"Cherokee County, North Carolina(6,8)",,482.9,453.1,514.5,236,stable,0.2,-0.4,0.9
"Warren County, Tennessee(6,8)",,462.8,436.1,490.7,236,stable,-0.6,-1.2,0.1
"Elk County, Pennsylvania(6,8)",,512.2,481.6,544.3,235,stable,0.4,-0.6,1.3
"Graves County, Kentucky(7,8)",,490.7,462.2,520.5,235,stable,1.5,-1.9,5.1
"Marshall County, Indiana(6,8)",,404.7,381.2,429.2,235,stable,-6.6,-12.8,0.1
"Pasquotank County, North Carolina(6,8)",,490.1,461.8,519.9,235,stable,0.3,-0.9,1.5
"Camden County, Georgia(7,8)",,464.7,437.3,493.2,235,stable,-0.6,-1.6,0.4
"Mecklenburg County, Virginia(6,8)",,464.8,436.5,494.7,234,stable,0.8,-0.2,1.8
"Dubois County, Indiana(6,8)",,445.8,419.8,473,234,rising,0.9,0.1,1.7
"Tift County, Georgia(7,8)",,522.6,492.5,554,234,stable,0.7,-0.2,1.6
"Noble County, Indiana(6,8)",,430.6,405.4,456.9,234,stable,-0.4,-1.2,0.4
"Madison County, Ohio(6,8)",,456.5,430.3,484,233,stable,0.1,-0.7,0.9
"Vernon Parish, Louisiana(7,8)",,510.7,481.3,541.4,233,stable,0.8,-0.2,1.7
"Lea County, New Mexico(7,8)",,367.1,346,389.2,233,falling,-0.8,-1.3,-0.3
"Wapello County, Iowa(7,8)",,506.2,476.6,537.2,233,stable,0.2,-0.1,0.5
"Osage County, Oklahoma(6,8)",,362.5,341.2,385,233,falling,-1.7,-3,-0.2
"Claiborne County, Tennessee(6,8)",,542.8,510.7,576.4,233,rising,1,0.2,1.8
"Montrose County, Colorado(6,8)",,388.7,365.4,413.2,232,falling,-1.3,-2,-0.6
"Woodford County, Illinois(6,8)",,474.2,446.4,503.3,232,stable,-0.5,-1.4,0.3
"Coshocton County, Ohio(6,8)",,474.2,446.3,503.4,232,stable,-0.1,-1.1,0.9
"Marshall County, Kentucky(7,8)",,508.7,478.6,540.4,232,stable,0.1,-0.8,1
"Vilas County, Wisconsin(6,8)",,554.3,519,591.9,232,stable,-3.7,-7.9,0.7
"Door County, Wisconsin(6,8)",,472.3,442.6,503.9,231,falling,-0.9,-1.5,-0.4
"Clinton County, Pennsylvania(6,8)",,471.1,443.3,500.3,231,stable,-0.4,-1.4,0.6
"DeKalb County, Indiana(6,8)",,452.4,426.1,480.1,231,stable,-0.5,-1.7,0.8
"Mississippi County, Arkansas(6,8)",,477.2,449.4,506.3,231,stable,0.7,-0.3,1.6
"Huron County, Michigan(6,8)",,446.6 #  ,419.1,475.6,230,falling,-1.1,-2.1,-0.1
"Harrison County, Indiana(6,8)",,467.5,440,496.4,230,stable,-0.8,-1.8,0.2
"Lee County, Illinois(6,8)",,481.5,453.2,511.3,230,stable,-0.6,-1.3,0.1
"Putnam County, Indiana(6,8)",,507.5,478,538.4,230,stable,0,-0.8,0.9
"Gilmer County, Georgia(7,8)",,504,473.2,536.5,229,rising,1.4,0.2,2.5
"Yadkin County, North Carolina(6,8)",,441.5,415.5,468.8,229,stable,-0.5,-1.7,0.8
"Cheatham County, Tennessee(6,8)",,497.8,468.1,529,229,stable,-2.3,-5.1,0.5
"Stone County, Missouri(6,8)",,385.1,360.6,411.1,229,falling,-1.8,-2.8,-0.7
"Webster County, Iowa(7,8)",,470.6,442.7,499.9,228,falling,-0.5,-0.8,-0.2
"Colquitt County, Georgia(7,8)",,450,423.8,477.4,228,falling,-0.7,-1.2,-0.2
"La Plata County, Colorado(6,8)",,343.5,322.8,365.2,228,falling,-2,-3.2,-0.8
"Independence County, Arkansas(6,8)",,484.9,456.5,514.6,228,stable,0.1,-0.7,0.9
"Johnson County, Missouri(6,8)",,449.4,423,476.9,228,stable,0,-0.7,0.8
"Mecosta County, Michigan(6,8)",,425.5 #  ,399.9,452.5,228,stable,-0.7,-2.1,0.7
"Logan County, Oklahoma(6,8)",,431.9,406.5,458.6,227,stable,-1.5,-3.3,0.2
"Phelps County, Missouri(6,8)",,439.3,413.4,466.5,227,falling,-1,-1.7,-0.2
"Buffalo County, Nebraska(6,8)",,449.3,422.8,477,226,stable,-0.6,-1.3,0.1
"Douglas County, Washington(6,8)",,453.6,427,481.5,226,stable,-0.6,-1.6,0.3
"Jasper County, Texas(6,8)",,481.9,453,512.2,226,stable,0,-1.1,1
"Louisa County, Virginia(6,8)",,466.8,438.7,496.4,226,stable,-0.6,-1.7,0.5
"Snyder County, Pennsylvania(6,8)",,429.7,404.3,456.4,225,stable,-0.7,-1.7,0.4
"Crittenden County, Arkansas(6,8)",,428.8,403.5,455.2,225,stable,0.9,-0.4,2.1
"Emmet County, Michigan(6,8)",,468.1 #  ,439.6,498.1,225,falling,-1.2,-2.3,-0.1
"Petersburg City, Virginia(6,8)",,556.8,523.6,591.7,225,stable,0.8,-0.4,2
"Medina County, Texas(6,8)",,380.2,357.7,403.8,224,stable,0.3,-0.3,0.9
"Union County, Georgia(7,8)",,524.7,490,561.8,224,stable,-5.8,-14.8,4.1
"Lincoln County, Nebraska(6,8)",,477.3,448.8,507.2,224,stable,0.1,-0.6,0.7
"Tooele County, Utah(7,8)",,440.2,413.9,467.6,224,stable,0,-0.4,0.4
"Dorchester County, Maryland(6,8)",,484.1,454.8,515,223,stable,0.1,-0.9,1
"Jasper County, Iowa(7,8)",,453.8,426.7,482.3,223,stable,-0.2,-0.6,0.2
"St. John the Baptist Parish, Louisiana(7,8)",,467.6,439.5,497,223,falling,-0.8,-1.4,-0.2
"Clare County, Michigan(6,8)",,477.4 #  ,447.9,508.6,223,stable,-0.6,-1.4,0.2
"Lincoln County, South Dakota(6,8)",,440.8,414.5,468.3,223,stable,-0.4,-1.4,0.5
"Avoyelles Parish, Louisiana(7,8)",,443.7,417.5,471.1,223,stable,-0.5,-1.3,0.3
"Knox County, Kentucky(7,8)",,574.5,540.5,610.3,223,stable,0.4,-0.4,1.1
"Whitley County, Kentucky(7,8)",,523.5,492.5,556.1,223,stable,0.2,-0.3,0.7
"Pontotoc County, Oklahoma(6,8)",,490.6,461.6,521,223,stable,5.9,-1.9,14.3
"Scotland County, North Carolina(6,8)",,499.9,470,531.2,222,stable,-0.7,-2.1,0.7
"Defiance County, Ohio(6,8)",,452.8,425.7,481.3,221,stable,0.2,-1,1.4
"Morrow County, Ohio(6,8)",,497.4,467.6,528.6,221,stable,0.4,-0.7,1.5
"Chester County, South Carolina(6,8)",,504.5,474.2,536.5,221,stable,0.1,-0.5,0.7
"Chilton County, Alabama(6,8)",,415.4,390.6,441.4,220,stable,-0.4,-1.5,0.7
"Clarendon County, South Carolina(6,8)",,437.8,410.8,466.3,220,falling,-5,-8.7,-1.1
"Clinton County, Illinois(6,8)",,466.7,438.8,496,219,stable,0.2,-1,1.4
"Brown County, Texas(6,8)",,430.2,404.2,457.6,219,falling,-1.1,-1.8,-0.4
"Orange County, Virginia(6,8)",,441,414.3,469.1,218,rising,3.6,0.8,6.5
"Rhea County, Tennessee(6,8)",,511.7,480.8,544.2,218,stable,4.2,-0.9,9.5
"Wexford County, Michigan(6,8)",,499.1 #  ,468.8,531,218,stable,-0.7,-1.5,0.2
"Cooke County, Texas(6,8)",,429.7,403.5,457.2,217,stable,-1,-1.9,0
"Fannin County, Texas(6,8)",,477.8,448.9,508.1,217,stable,0.1,-0.7,0.9
"Lawrence County, Missouri(6,8)",,441.9,415.2,469.9,216,stable,-0.3,-0.9,0.4
"Gratiot County, Michigan(6,8)",,427.7 #  ,402,454.6,216,stable,-0.5,-1.5,0.4
"Marshall County, Mississippi(6,8)",,473.6,444.7,503.9,215,rising,1.3,0.2,2.4
"McClain County, Oklahoma(6,8)",,492,462.3,523.1,215,stable,-0.8,-1.6,0
"Newberry County, South Carolina(6,8)",,425.9,399.8,453.3,215,stable,-0.8,-1.7,0.1
"Jackson County, North Carolina(6,8)",,402,377.2,428.1,215,falling,-3.5,-5.6,-1.4
"Hill County, Texas(6,8)",,434.1,407.3,462.3,215,stable,-0.7,-1.8,0.4
"Brown County, South Dakota(6,8)",,454.2,426.4,483.5,215,stable,-0.3,-1.2,0.7
"Apache County, Arizona(6,8)",,278.5,261.6,296.2,214,stable,-4.5,-9.1,0.3
"Jefferson County, Indiana(6,8)",,526.3,494.3,560,214,stable,0,-1.3,1.3
"Miller County, Arkansas(6,8)",,407.4,382.9,433.2,214,stable,-1,-1.9,0
"Wharton County, Texas(6,8)",,427.1,401.3,454.2,214,falling,-1.3,-2.1,-0.5
"Branch County, Michigan(6,8)",,387 #  ,363.5,411.7,214,stable,4.7,-3.5,13.5
"Dyer County, Tennessee(6,8)",,458.7,430.9,487.9,214,stable,0.8,-0.2,1.8
"Pulaski County, Virginia(6,8)",,413,387.5,439.9,214,falling,-0.7,-1.4,-0.1
"Hancock County, West Virginia(6,8)",,475.1,445.3,506.5,213,falling,-1.1,-1.8,-0.4
"Union County, Florida(6,8)",,1143.5,1072.7,1218,213,stable,0.1,-1,1.3
"Jackson County, Florida(6,8)",,327.2,307.4,348.1,213,stable,0.5,-0.4,1.5
"McKinley County, New Mexico(7,8)",,309.5,290.8,329.1,213,stable,-0.2,-0.6,0.2
"Natchitoches Parish, Louisiana(7,8)",,481.5,452.1,512.4,213,stable,0.1,-0.6,0.9
"Alcorn County, Mississippi(6,8)",,448.6,421.4,477.2,212,stable,1.6,-0.9,4.2
"Escambia County, Alabama(6,8)",,444.8,418,473.1,212,falling,-0.9,-1.5,-0.3
"Wilson County, Texas(6,8)",,377.3,354.3,401.5,212,falling,-1.6,-2.7,-0.4
"Schoharie County, New York(7,8)",,464.3,435.6,494.5,212,stable,-0.4,-1.1,0.3
"Logan County, Illinois(6,8)",,556.4,522.6,591.9,212,stable,0.5,-0.4,1.3
"Sagadahoc County, Maine(6,8)",,407,381.8,433.6,212,falling,-2.4,-3.2,-1.5
"Iberville Parish, Louisiana(7,8)",,539.8,507,574.3,212,stable,-1.7,-3.5,0
"Randolph County, Illinois(6,8)",,485,455.4,516.2,211,stable,0,-1.2,1.2
"Howell County, Missouri(6,8)",,393.5,369.4,418.9,211,stable,-1.1,-2.4,0.2
"Calloway County, Kentucky(7,8)",,468,439.3,498.3,211,stable,-0.3,-1.4,0.9
"Alpena County, Michigan(6,8)",,468.7 #  ,439.2,499.8,210,falling,-0.8,-1.5,-0.1
"Cleburne County, Arkansas(6,8)",,496,464.2,529.6,210,rising,4.3,0.6,8
"Effingham County, Illinois(6,8)",,490.7,460.5,522.4,210,stable,-0.3,-1.2,0.5
"Obion County, Tennessee(6,8)",,491.3,461,523.3,210,stable,6.8,-1.4,15.6
"Williamsburg County, South Carolina(6,8)",,476.7,447,508.1,210,stable,-0.3,-1.2,0.6
"Liberty County, Georgia(7,8)",,445.8,417.7,475.2,209,stable,-0.7,-1.7,0.3
"Isle of Wight County, Virginia(6,8)",,426.3,399.7,454.3,209,falling,-1.1,-1.9,-0.3
"Botetourt County, Virginia(6,8)",,427.2,400.1,455.8,209,stable,0.2,-1.1,1.4
"Silver Bow County, Montana(6,8)",,452.5,424.4,482.1,209,stable,-1.1,-2.2,0
"Fannin County, Georgia(7,8)",,484.6,452.7,518.5,208,stable,0.8,-0.2,1.8
"Green County, Wisconsin(6,8)",,429.8,403.2,457.9,208,falling,-0.6,-1.1,-0.1
"Kendall County, Texas(6,8)",,387.2,363.2,412.6,208,falling,-1.7,-3,-0.4
"Lawrence County, Alabama(6,8)",,474,444.7,504.8,208,stable,0,-0.9,0.9
"Muhlenberg County, Kentucky(7,8)",,497.2,466.7,529.3,208,stable,-0.5,-1.1,0.2
"Hopkins County, Texas(6,8)",,465.9,437.1,496.1,208,stable,-0.4,-1.5,0.7
"Scotts Bluff County, Nebraska(6,8)",,432.7,405.6,461.2,207,stable,-1.2,-2.5,0.1
"Perry County, Ohio(6,8)",,479.3,449.7,510.5,207,stable,0,-0.7,0.6
"Jackson County, Ohio(6,8)",,514.6,482.8,547.9,207,stable,0.6,-0.5,1.7
"Cass County, Indiana(6,8)",,424,397.9,451.4,206,falling,-1.6,-2.5,-0.7
"Coffee County, Georgia(7,8)",,457.2,429.2,486.7,206,stable,-0.7,-1.4,0.1
"Lafayette County, Missouri(6,8)",,472.6,443.3,503.5,206,rising,0.6,0.1,1.2
"Laclede County, Missouri(6,8)",,453.9,425.8,483.4,205,stable,-0.8,-1.6,0.1
"Marion County, Iowa(7,8)",,496.4,465.6,528.7,205,rising,0.4,0.1,0.7
"Hoke County, North Carolina(6,8)",,464,434.5,494.8,205,stable,-1,-2.1,0.2
"Montgomery County, Indiana(6,8)",,416.5,390.7,443.6,204,falling,-1,-1.8,-0.2
"Marshall County, West Virginia(6,8)",,433.4,405.8,462.5,204,stable,-5.7,-11.1,0.1
"Perry County, Kentucky(7,8)",,603.1,565.4,642.7,204,stable,0.7,-0.1,1.5
"Carroll County, Tennessee(6,8)",,527.5,494.3,562.4,204,rising,1.3,0.5,2.2
"Bladen County, North Carolina(6,8)",,418.7,392,446.9,203,stable,-0.3,-1.1,0.4
"Harris County, Georgia(7,8)",,468.7,438.8,500.1,203,stable,0.2,-0.7,1.2
"St. Bernard Parish, Louisiana(7,8)",,480.3,449.9,512,203,stable,-0.5,-1.1,0
"Cheboygan County, Michigan(6,8)",,476.1 #  ,444.6,509.5,203,stable,-0.2,-1.5,1.2
"Lafayette County, Mississippi(6,8)",,417.3,391.4,444.4,203,stable,-0.6,-1.7,0.6
"Marion County, Alabama(6,8)",,471.2,441.6,502.5,203,rising,1.2,0.4,2
"Iroquois County, Illinois(6,8)",,490.1,459.1,522.9,203,stable,0.7,-0.3,1.7
"Ware County, Georgia(7,8)",,457.9,429.5,487.8,203,stable,-5.1,-11.8,2.1
"Hot Spring County, Arkansas(6,8)",,455.7,427.2,485.7,202,stable,-0.3,-1.2,0.6
"Huntington County, Indiana(6,8)",,445.3,417.6,474.5,202,stable,-0.3,-1.4,0.8
"Williams County, Ohio(6,8)",,409.3,383.6,436.3,202,falling,-1.2,-2.3,-0.2
"Preston County, West Virginia(6,8)",,436.3,409,465.1,202,stable,-0.3,-1,0.5
"Addison County, Vermont(6,8)",,412.3,386.1,440.1,202,falling,-1.7,-2.9,-0.6
"Carter County, Kentucky(7,8)",,583.4,546.8,621.9,202,rising,0.9,0.1,1.7
"Wabash County, Indiana(6,8)",,460.5,431.3,491.4,202,stable,0.7,-0.3,1.7
"Beauregard Parish, Louisiana(7,8)",,473.7,444.3,504.6,202,stable,-0.2,-0.9,0.6
"Warren County, Virginia(6,8)",,427.9,401,456.1,201,stable,-0.2,-1.2,0.9
"Dunn County, Wisconsin(6,8)",,405.8,380.3,432.6,201,stable,-0.4,-1.3,0.6
"Union County, South Carolina(6,8)",,511.6,479.3,545.7,201,stable,0.5,-0.6,1.5
"DeSoto County, Florida(6,8)",,401,375.7,427.8,201,stable,-0.2,-1,0.5
"Montgomery County, Illinois(6,8)",,496.5,465.3,529.5,200,stable,-0.4,-1.7,1
"White County, Georgia(7,8)",,476,445.6,508.2,200,stable,-0.6,-1.6,0.4
"Murray County, Georgia(7,8)",,450.8,422.5,480.5,200,rising,4.3,1,7.7
"Marion County, South Carolina(6,8)",,472.3,442.1,504.2,199,stable,0,-1,1.1
"Box Elder County, Utah(7,8)",,390.8,366.5,416.2,199,stable,-0.5,-1,0
"Clark County, Wisconsin(6,8)",,476.5,446.3,508.2,199,stable,0,-1.1,1.2
"Lincoln County, Wisconsin(6,8)",,462.4,433,493.6,199,stable,-0.3,-1.4,0.9
"McCurtain County, Oklahoma(6,8)",,475.6,445.6,507.2,198,stable,-0.4,-2,1.2
"Marshall County, Tennessee(6,8)",,509.4,477.2,543.3,198,stable,0.2,-0.6,1.1
"Lumpkin County, Georgia(7,8)",,530.1,496,566.1,197,stable,0.1,-0.9,1.2
"Val Verde County, Texas(6,8)",,396,371.4,421.8,197,stable,0.4,-0.5,1.4
"Gallia County, Ohio(6,8)",,490.1,459.1,522.9,197,stable,0.4,-0.9,1.7
"Stoddard County, Missouri(6,8)",,485.7,454.9,518.2,197,stable,0.4,-0.6,1.5
"Jackson County, West Virginia(6,8)",,477.3,447,509.3,197,stable,-0.4,-1.3,0.5
"Iosco County, Michigan(6,8)",,427.8 #  ,398.4,459.2,196,falling,-1.2,-2.2,-0.2
"Barry County, Missouri(6,8)",,386.1,361.3,412.2,196,stable,-0.7,-1.8,0.5
"Iron County, Utah(7,8)",,445.4,417.2,474.9,196,stable,0.1,-0.5,0.6
"Fremont County, Wyoming(6,8)",,384.7,360,410.7,196,falling,-1.2,-2.1,-0.3
"Greene County, Indiana(6,8)",,440.1,412.2,469.6,196,stable,0,-1.1,1
"Prince George County, Virginia(6,8)",,476.9,446.7,508.6,196,stable,-1.2,-2.4,0
"Bingham County, Idaho(7,8)",,416.3,390.1,443.8,196,stable,0.5,-0.5,1.4
"Franklin County, Maine(6,8)",,457.4,427.3,489.2,196,stable,-0.9,-1.7,0
"Cass County, Texas(6,8)",,452.9,423.5,484,196,stable,0.6,-0.4,1.6
"Harlan County, Kentucky(7,8)",,547.4,512.2,584.4,195,stable,0.5,-0.5,1.5
"Marion County, Missouri(6,8)",,545.6,510.9,582.2,195,stable,0.8,-0.1,1.7
"Matagorda County, Texas(6,8)",,431.6,404.1,460.5,195,falling,-1.2,-2,-0.4
"Boyle County, Kentucky(7,8)",,510.2,477.8,544.5,195,stable,0.2,-0.6,1
"Bolivar County, Mississippi(6,8)",,523.6,490,558.9,195,stable,-3.3,-8.7,2.4
"Marion County, Tennessee(6,8)",,494.2,462.3,527.9,194,stable,-0.1,-1.4,1.3
"Adams County, Mississippi(6,8)",,453.7,424.8,484.3,194,stable,1.3,-0.4,3.1
"Amherst County, Virginia(6,8)",,425.7,398.4,454.6,194,falling,-1.4,-2.4,-0.4
"Caroline County, Maryland(6,8)",,486.6,455.6,519.2,194,stable,-0.4,-1.2,0.4
"Panola County, Mississippi(6,8)",,487.5,456.5,520.1,194,stable,-0.4,-1.5,0.7
"Lincoln County, Mississippi(6,8)",,455.2,426.3,485.7,193,stable,-0.7,-2,0.6
"Maverick County, Texas(6,8)",,373.5,350.1,398,193,rising,5.4,0.2,11
"Gladwin County, Michigan(6,8)",,448.7 #  ,418.5,480.8,193,stable,4,-1.4,9.7
"Taylor County, Kentucky(7,8)",,608.8,569.6,650,193,rising,1.1,0.1,2
"Adams County, Nebraska(6,8)",,497.3,465.1,531.3,192,stable,0.1,-0.8,1
"Wyoming County, Pennsylvania(6,8)",,497.5,464.9,531.9,192,falling,-1,-1.7,-0.3
"Atascosa County, Texas(6,8)",,360,337.2,384.1,192,falling,-1.5,-2.3,-0.6
"Madison County, Nebraska(6,8)",,463.6,433.7,495.1,192,stable,-0.1,-1.2,1
"Oconee County, Georgia(7,8)",,469.3,439,501.2,191,stable,-0.1,-1,0.8
"Ottawa County, Oklahoma(6,8)",,478.9,447.9,511.5,191,stable,0.2,-1.1,1.5
"Gibson County, Indiana(6,8)",,445.7,417.1,475.9,190,stable,0.6,-0.2,1.4
"Webster County, Missouri(6,8)",,439.3,411.3,468.8,190,stable,-0.3,-1,0.4
"Washington County, Texas(6,8)",,385.7,360.3,412.5,189,falling,-2.1,-2.9,-1.3
"Evangeline Parish, Louisiana(7,8)",,492.6,461.1,525.8,189,stable,-0.3,-1,0.4
"Chippewa County, Michigan(6,8)",,399 #  ,373.4,426,189,stable,-1,-2.1,0.2
"Monroe County, Illinois(6,8)",,432.2,404.3,461.7,189,stable,-0.9,-1.8,0
"Jasper County, Indiana(6,8)",,463,433.2,494.5,189,stable,-0.5,-1.4,0.4
"Juneau County, Wisconsin(6,8)",,497.3,464.9,531.7,188,stable,-0.4,-1.3,0.4
"Steuben County, Indiana(6,8)",,407.4,380.6,435.7,188,falling,-1.3,-2.2,-0.3
"Pike County, Ohio(6,8)",,524.5,490.5,560.2,187,rising,1.3,0.2,2.5
"Ashe County, North Carolina(6,8)",,445.6,415.5,477.6,187,stable,-0.1,-1.2,1.1
"Putnam County, Ohio(6,8)",,440,411.4,470.2,187,stable,-0.1,-1,0.8
"Mason County, West Virginia(6,8)",,487.5,455.4,521.4,187,stable,-0.2,-1.3,0.9
"Tazewell County, Virginia(6,8)",,307.1,286.8,328.5,187,falling,-4.4,-6.8,-2.1
"Madison County, Georgia(7,8)",,517.7,484,553.3,186,stable,0.4,-0.5,1.3
"Platte County, Nebraska(6,8)",,465.7,435.4,497.6,186,stable,-0.6,-1.8,0.5
"Randolph County, West Virginia(6,8)",,452.4,422.5,484,186,stable,-0.1,-1,0.9
"Park County, Wyoming(6,8)",,438.8,409.1,470.4,186,stable,-0.6,-1.8,0.7
"Miami County, Indiana(6,8)",,409.4,383,437.3,186,falling,-1.7,-2.5,-0.9
"Weakley County, Tennessee(6,8)",,443.2,414.1,473.8,186,stable,-0.3,-1.8,1.3
"Warren County, Missouri(6,8)",,436.1,407.6,466.2,185,stable,0,-1.3,1.3
"Logan County, Kentucky(7,8)",,528.3,493.9,564.6,185,stable,0,-0.9,1
"Upson County, Georgia(7,8)",,528.9,494.3,565.4,185,stable,0.4,-0.4,1.3
"White County, Tennessee(6,8)",,511.1,477.6,546.5,185,stable,0.1,-1.1,1.4
"Orleans County, Vermont(6,8)",,468.3,436.9,501.6,185,stable,-0.5,-1.4,0.5
"Lincoln County, Tennessee(6,8)",,401.6,375.3,429.5,184,stable,-1.3,-3,0.4
"Mingo County, West Virginia(6,8)",,575.4,537.3,615.7,184,stable,-0.1,-1.3,1.1
"Caledonia County, Vermont(6,8)",,438.5,409.1,469.6,184,falling,-1.8,-3.3,-0.4
"Pulaski County, Missouri(6,8)",,484.5,453,517.5,184,falling,-1,-1.8,-0.2
"Aransas County, Texas(6,8)",,438.6,408,471.1,184,falling,-2,-3.1,-1
"Jefferson Davis Parish, Louisiana(7,8)",,486.2,454.6,519.4,184,stable,-0.2,-1,0.6
"Elko County, Nevada(6,8)",,381.4,355.9,408.2,184,stable,-0.8,-2.1,0.5
"Morehouse Parish, Louisiana(7,8)",,547.6,511.4,585.8,184,stable,0.4,-0.5,1.3
"Carroll County, Arkansas(6,8)",,434.2,405,465.3,183,stable,0.8,-0.1,1.8
"Adams County, Ohio(6,8)",,514.9,481.1,550.5,183,stable,0.8,-0.3,1.9
"Lincoln Parish, Louisiana(7,8)",,408.1,381.3,436.3,183,stable,-0.4,-1.3,0.6
"Delta County, Colorado(6,8)",,389.6,362.3,418.6,183,stable,-0.7,-1.3,0
